concept_id,concept_name
45116007,BD YALE REGULAR BEVEL NEEDLE
45371852,BD YALE REGULAR BEVEL NEEDLE
44877686,BD YALE REGULAR BEVEL NEEDLE
44945952,BLUNT NEEDLE
45286933,BLUNT NEEDLE
44979725,BLUNT NEEDLE
45355105,BLUNT NEEDLE
45269884,BLUNT NEEDLE
44894848,BLUNT NEEDLE
45303971,BLUNT NEEDLE
45235692,BLUNT NEEDLE
45235691,BLUNT NEEDLE
4301255,Body fluid replacement
44928991,BONE MARROW ASPIRAT NEEDLE
45149980,BONE MARROW ASPIRAT NEEDLE
44979647,CAREONE UNIFINE PENTIP 4MM 32G
44962595,CAREONE UNIFINE PENTIP 5MM 31G
45098964,CAREONE UNIFINE PENTIP 6MM 31G
45167105,CAREONE UNIFINE PENTIP 8MM 31G
42732723,"Chemotherapy administration, intravenous; infusion technique, up to one hour (Deprecated)"
42732722,"Chemotherapy administration, intravenous; push technique (Deprecated)"
45338004,"CLICKFINE 31G X 1/4 NEEDLES"""
44880222,"CLICKFINE 31G X 1/4 NEEDLES"""
44931532,"CLICKFINE 31G X 5/16 NEEDLES"""
45235652,"CLICKFINE 31G X 5/16 NEEDLES"""
45252694,"CLICKFINE PEN NEEDLE 32GX5/32"",Device"""
38003279,Clinic - General Classification
45264277,COMFORT EZ 4MM 32G PEN NEEDLES
45281281,COMFORT EZ PEN NEEDLES 5MM 31G
45025373,COMFORT EZ PEN NEEDLES 6MM 31G
44855081,COMFORT EZ PEN NEEDLES 8MM 31G
44782124,CONCURRENT INFUSION (Deprecated)
44899021,CVS NEEDLE COLLECTION & DISPOS
2614744,"Disposable drug delivery system, flow rate of 50 ml or greater per hour"
44924087,DOUBLE-NEEDLE TRANSF DEVICE
38003354,Drugs Identification - Drugs Requiring Detailed Coding
45337937,DR UNIFINE PENTIPS 6MM NDL
45774435,dulaglutide
36198738,EASYDEW DW EGF DERMA NEEDLE 3000 SHOT - nepidermin solution
44912038,"EASY TOUCH PEN NDL 32GX1/4"",Device"""
45064997,"EASY TOUCH PEN NDL 32GX3/16"",Device"""
45218398,EASY TOUCH PEN NEEDLE 29G
44860666,EASY TOUCH PEN NEEDLE 31G
45252712,EASY TOUCH PEN NEEDLE 31G
44928974,EASY TOUCH PEN NEEDLE 31GX3/16
44863372,"EQL PEN 8MM 31G X 5/16 NEEDLE"""
45167106,"EQL PEN 8MM 31G X 5/16 NEEDLE"""
44945862,EQL PEN NEEDLE 6MM 31G
45221223,EQL PEN NEEDLE 6MM 31G
45184027,"EXEL HUBER 22GX3/4 NEEDLE"""
45149889,"EXEL HUBER NEEDLE 22GX1"",Device"""
44996533,"EXEL HYPO NEEDLE 16GX0.05"",Device"""
45320888,"EXEL HYPO NEEDLE 16GX1"",Device"""
45013647,"EXEL HYPO NEEDLE 18GX0.5"",Device"""
44962605,"EXEL HYPO NEEDLE 18GX1"",Device"""
45320889,"EXEL HYPO NEEDLE 19GX1"",Device"""
45303879,"EXEL HYPO NEEDLE 19GX1.5"",Device"""
44945867,"EXEL HYPO NEEDLE 20GX0.5"",Device"""
44996534,"EXEL HYPO NEEDLE 20GX0.75"",Device"""
45320887,"EXEL HYPO NEEDLE 20GX1"",Device"""
45149885,"EXEL HYPO NEEDLE 21GX0.5"",Device"""
44843400,"EXEL HYPO NEEDLE 21GX1"",Device"""
45149886,"EXEL HYPO NEEDLE 21GX2"",Device"""
45354996,"EXEL HYPO NEEDLE 22GX0.5"",Device"""
44843399,"EXEL HYPO NEEDLE 22GX0.75"",Device"""
45337944,"EXEL HYPO NEEDLE 22GX1"",Device"""
45337943,"EXEL HYPO NEEDLE 23GX0.5"",Device"""
44928873,"EXEL HYPO NEEDLE 23GX0.75"",Device"""
44928874,"EXEL HYPO NEEDLE 23GX1"",Device"""
45269798,"EXEL HYPO NEEDLE 25GX0.5"",Device"""
44928872,"EXEL HYPO NEEDLE 25GX0.625"",Device"""
45064931,"EXEL HYPO NEEDLE 25GX0.75"",Device"""
45149884,"EXEL HYPO NEEDLE 25GX1"",Device"""
45303878,"EXEL HYPO NEEDLE 26GX0.375"",Device"""
45013646,"EXEL HYPO NEEDLE 26GX0.5"",Device"""
45082040,"EXEL HYPO NEEDLE 26GX0.625"",Device"""
45201237,"EXEL HYPO NEEDLE 26GX1.5"",Device"""
45184025,"EXEL HYPO NEEDLE 27GX0.5"",Device"""
44877664,"EXEL HYPO NEEDLE 30GX1.5"",Device"""
45184022,EXEL INSULIN PEN NEEDLE
45151198,EXEL INSULIN PEN NEEDLE
44928871,EXEL INSULIN PEN NEEDLE
44896153,EXEL INSULIN PEN NEEDLE
45320885,EXEL INSUL PEN NEEDLES 8MM
45253968,EXEL INSUL PEN NEEDLES 8MM
45098975,"EXEL TB WITH NEEDLE 25GX5/8"",Device"""
45149883,"EXEL TB WITH NEEDLE 26GX3/8"",Device"""
44996532,"EXEL TB WITH NEEDLE 26GX5/8"",Device"""
44894761,"EXEL TB WITH NEEDLE 27GX1/2"",Device"""
1583722,exenatide
44940386,"FIFTY50 PEN 31G X 3/16 NEEDLE"""
45132944,"FIFTY50 PEN 31G X 3/16 NEEDLE"""
45082130,"FIFTY50 PEN 31G X 5/16 NEEDLE"""
44906414,"FIFTY50 PEN 31G X 5/16 NEEDLE"""
1105698,FILL ME MICRO NEEDLE - adenosine patch
45355106,FILTER ASPIRATOR NEEDLE
45064943,FILTER NEEDLE
45355009,FILTER NEEDLE
45167220,FILTER NEEDLE 5 MICRON
45116085,FILTER NEEDLE 5 MICRON
44945957,FILTER NEEDLE W-INFUS PLUG
45108437,FLOW-EZE VENTED NEEDLE
4036803,General examination of patient
45022552,"GRIPPER PLUS 22GX0.625 NEEDLE"""
45056690,"GRIPPER PLUS 22GX0.75 NEEDLE"""
44988347,"GRIPPER PLUS 22GX1 NEEDLE"""
45167110,HEALTHY ACCENTS PENTIP 5MM 31G
44843395,HEALTHY ACCENTS PENTIP 6MM 31G
45132865,HEALTHY ACCENTS PENTIP 8MM 31G
2514608,"Home infusion/specialty drug administration, per visit (up to 2 hours)"
2514609,"Home infusion/specialty drug administration, per visit (up to 2 hours); each additional hour (List separately in addition to code for primary procedure)"
2721488,"Home infusion therapy, alpha-1-proteinase inhibitor (e.g., prolastin); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem"
2721498,"Home infusion therapy, anti-spasmotic therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem"
2721494,"Home infusion therapy, chelation therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem"
2721510,"Home infusion therapy, hydration therapy; more than three liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies (drugs and nursing visits coded separately), per diem"
2721507,"Home infusion therapy, hydration therapy; one liter per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem"
2721481,"Home infusion therapy, immunotherapy, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem"
2721475,"Home infusion therapy, implanted pump pain management infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem"
2721511,"Home infusion therapy, infusion therapy, not otherwise classified; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem"
2721569,"Home injectable therapy, not otherwise classified, including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem"
38003356,Home IV Therapy - General Classification
45889804,"Hydration, Therapeutic, Prophylactic, Diagnostic Injections and Infusions, and Chemotherapy and Other Highly Complex Drug or Highly Complex Biologic Agent Administration"
45338033,"HYPODERMIC NEEDLE,ALUM HUB"
44912057,"HYPODERMIC NEEDLE,ALUM HUB"
45047969,"HYPODERMIC NEEDLE,ALUM HUB"
44912058,"HYPODERMIC NEEDLE,ALUM HUB"
44860679,"HYPODERMIC NEEDLE,ALUM HUB"
45116081,"HYPODERMIC NEEDLE,ALUM HUB"
45167218,"HYPODERMIC NEEDLE,ALUM HUB"
45013739,"HYPODERMIC NEEDLE,ALUM HUB"
45031060,"HYPODERMIC NEEDLE,ALUM HUB"
45099076,"HYPODERMIC NEEDLE,ALUM HUB"
45355104,"HYPODERMIC NEEDLE,ALUM HUB"
45303970,"HYPODERMIC NEEDLE,ALUM HUB"
45303969,"HYPODERMIC NEEDLE,ALUM HUB"
44945951,"HYPODERMIC NEEDLE,ALUM HUB"
45099077,"HYPODERMIC NEEDLE,ALUM HUB"
45099078,"HYPODERMIC NEEDLE,ALUM HUB"
45116079,"HYPODERMIC NEEDLE,ALUM HUB"
45013738,"HYPODERMIC NEEDLE,ALUM HUB"
44877759,"HYPODERMIC NEEDLE,ALUM HUB"
45252729,"HYPODERMIC NEEDLE,ALUM HUB"
44877758,"HYPODERMIC NEEDLE,ALUM HUB"
44979724,"HYPODERMIC NEEDLE,ALUM HUB"
45371914,"HYPODERMIC NEEDLE,ALUM HUB"
45184123,"HYPODERMIC NEEDLE,ALUM HUB"
45269883,"HYPODERMIC NEEDLE,ALUM HUB"
44996632,"HYPODERMIC NEEDLE,ALUM HUB"
45116080,"HYPODERMIC NEEDLE,ALUM HUB"
45201340,"HYPODERMIC NEEDLE,ALUM HUB"
45338032,"HYPODERMIC NEEDLE,ALUM HUB"
45235690,"HYPODERMIC NEEDLE,ALUM HUB"
45235689,"HYPODERMIC NEEDLE,ALUM HUB"
45065009,"HYPODERMIC NEEDLE,ALUM HUB"
45235688,"HYPODERMIC NEEDLE,ALUM HUB"
45116083,"HYPO NEEDLE,POLYPROPYL HUB"
45371917,"HYPO NEEDLE,POLYPROPYL HUB"
45371916,"HYPO NEEDLE,POLYPROPYL HUB"
45371915,"HYPO NEEDLE,POLYPROPYL HUB"
45338036,"HYPO NEEDLE,POLYPROPYL HUB"
45338035,"HYPO NEEDLE,POLYPROPYL HUB"
44860681,"HYPO NEEDLE,POLYPROPYL HUB"
45338034,"HYPO NEEDLE,POLYPROPYL HUB"
45320989,"HYPO NEEDLE,POLYPROPYL HUB"
45303974,"HYPO NEEDLE,POLYPROPYL HUB"
45303973,"HYPO NEEDLE,POLYPROPYL HUB"
45303972,"HYPO NEEDLE,POLYPROPYL HUB"
44928992,"HYPO NEEDLE,POLYPROPYL HUB"
45286934,"HYPO NEEDLE,POLYPROPYL HUB"
44945953,"HYPO NEEDLE,POLYPROPYL HUB"
44945954,"HYPO NEEDLE,POLYPROPYL HUB"
44945955,"HYPO NEEDLE,POLYPROPYL HUB"
45269885,"HYPO NEEDLE,POLYPROPYL HUB"
44979726,"HYPO NEEDLE,POLYPROPYL HUB"
45013740,"HYPO NEEDLE,POLYPROPYL HUB"
45218415,"HYPO NEEDLE,POLYPROPYL HUB"
45218414,"HYPO NEEDLE,POLYPROPYL HUB"
45218413,"HYPO NEEDLE,POLYPROPYL HUB"
45201341,"HYPO NEEDLE,POLYPROPYL HUB"
45047970,"HYPO NEEDLE,POLYPROPYL HUB"
45047971,"HYPO NEEDLE,POLYPROPYL HUB"
45099079,"HYPO NEEDLE,POLYPROPYL HUB"
45116084,"HYPO NEEDLE,POLYPROPYL HUB"
44996521,IN CONTROL PEN NEEDLE 12MM 29G
45286832,IN CONTROL PEN NEEDLE 6MM 31G
45337935,IN CONTROL PEN NEEDLE 8MM 31G
44945858,INCONTROL PEN NEEDLES 4MM 32G
44996527,INCONTROL PEN NEEDLES 4MM 32G
2614701,"Infusion supplies for external drug infusion pump, per cassette or bag (list drugs separately)"
4105895,Injection of substance
35602717,insulin degludec
1502905,insulin glargine
44894759,INSUPEN 29G ULTRAFIN NEEDLE
44896588,INSUPEN 29G ULTRAFIN NEEDLE
45013645,INSUPEN 30G ULTRAFIN NEEDLE
44930619,INSUPEN 30G ULTRAFIN NEEDLE
45134520,INSUPEN 31G ULTRAFIN NEEDLE
45286836,INSUPEN 31G ULTRAFIN NEEDLE
45117716,INSUPEN 31G ULTRAFIN NEEDLE
45218328,INSUPEN 31G ULTRAFIN NEEDLE
44894760,INSUPEN 32G 4MM PEN NEEDLE
45117717,INSUPEN 32G 4MM PEN NEEDLE
45288593,INSUPEN 32G 6MM PEN NEEDLE
45303876,INSUPEN 32G 6MM PEN NEEDLE
45083672,INSUPEN 32G 8MM PEN NEEDLE
45201234,INSUPEN 32G 8MM PEN NEEDLE
42738324,"Intravenous infusion for therapy/diagnosis, administered by physician or under direct supervision of physician; each additional hour, up to eight (8) hours (List separately in addition to code for primary procedure) (Deprecated)"
42738323,"Intravenous infusion for therapy/diagnosis, administered by physician or under direct supervision of physician; up to one hour (Deprecated)"
2616274,INTRAVENOUS INFUSION FOR THERAPY/DIAGNOSIS; EACH ADDITIONAL HOUR (LIST SEPARATELY IN ADDITION TO C8950) (Deprecated)
2616280,"Intravenous infusion for therapy/diagnosis; initiation of prolonged infusion (more than 8 hours), requiring use of portable or implantable pump"
2616273,INTRAVENOUS INFUSION FOR THERAPY/DIAGNOSIS; UP TO 1 HOUR (Deprecated)
42740928,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); additional sequential infusion, up to 1 hour (List separately in addition to code for primary procedure)"
42740896,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); concurrent infusion (List separately in addition to code for primary procedure)"
42740960,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)"
42740992,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour"
2108054,"Introduction of needle or intracatheter, vein"
2786181,"Introduction of Serum, Toxoid and Vaccine into Muscle, Percutaneous Approach"
45149891,"I.V.,ARTERIAL,BLOOD NEEDLE"
2616748,Iv pole
38003148,IV Therapy - General classification
45201239,KLATSKIN NEEDLE
45221021,KROGER PEN NEEDLES 29G
45238166,"KROGER PEN NEEDLES 31G X 5/16"",Device"""
38003172,Laboratory - General Classification
38003181,Laboratory Pathological - General Classification
38003183,Laboratory Pathological - Histology
44999096,LEADER PEN NEEDLE 6MM 31G
45025361,LEADER PEN NEEDLE 6MM 31G
45203734,LEADER PEN NEEDLES 12MM 29G
45349432,LEADER PEN NEEDLES 12MM 29G
45110533,LEADER PEN NEEDLES 31G
44845921,LEADER PEN NEEDLES 31G
40239216,linagliptin
40170911,liraglutide
44913771,"LITE TOUCH 31GX1/4 PEN NEEDLE"""
45151701,LITE TOUCH PEN NEEDLE 29G
45151702,LITE TOUCH PEN NEEDLE 31G
45015501,LITE TOUCH PEN NEEDLE 31G
45149879,LIVE BETTER PEN NEEDLE 6MM 31G
45107754,LIVE BETTER PEN NEEDLE 6MM 31G
44920646,LIVE BETTER PEN NEEDLES 12MM
45320875,LIVE BETTER PEN NEEDLES 12MM
45235593,LIVE BETTER PEN NEEDLES 8MM
45090708,LIVE BETTER PEN NEEDLES 8MM
44506754,lixisenatide
46272450,Long-term current use of drug therapy
38003154,Medical/Surgical Supplies and Devices - General Classification
38003155,Medical/Surgical Supplies and Devices - Non Sterile
38003162,Medical/Surgical Supplies and Devices - Other Implants
38003163,Medical/Surgical Supplies and Devices - Other Supplies/Devices
38003156,Medical/Surgical Supplies and Devices - Sterile
2514610,"Medication therapy management service(s) provided by a pharmacist, individual, face-to-face with patient, with assessment and intervention if provided; initial 15 minutes, new patient"
45065010,MEDICATION TRANSFER NEEDLE
45156938,MEDI-JECTOR NEEDLE-FREE SYR A
45072074,MEDI-JECTOR NEEDLE-FREE SYR B
45242565,MEDI-JECTOR NEEDLE-FREE SYR C
45337938,MS PEN NEEDLE 6MM 31G
44889194,MS PEN NEEDLE 6MM 31G
45105965,NEEDLE FREE SYRINGE KIT A
44867554,NEEDLE FREE SYRINGE KIT A
45344898,NEEDLE FREE SYRINGE KIT B
45362007,NEEDLE FREE SYRINGE KIT B
45225526,NEEDLE FREE SYRINGE KIT C
45054909,NEEDLE FREE SYRINGE KIT C
45371909,NEEDLE-PRO EDGE 0.3 ML 29GX1/2
45031056,NEEDLE-PRO EDGE 0.3 ML 30GX1/2
45082136,NEEDLE-PRO EDGE 0.5 ML 28GX1/2
45235684,NEEDLE-PRO EDGE 0.5 ML 29GX1/2
45065006,NEEDLE-PRO EDGE 0.5 ML 30GX1/2
45065004,"NEEDLE-PRO EDGE 1 ML 26GX1/2"",Device"""
45303962,"NEEDLE-PRO EDGE 1 ML 27GX1/2"",Device"""
45218410,"NEEDLE-PRO EDGE 1 ML 28GX1/2"",Device"""
45065005,"NEEDLE-PRO EDGE 1 ML 29GX1/2"",Device"""
44945945,"NEEDLE-PRO EDGE 1 ML 30GX1/2"",Device"""
46362877,NLD-49651-24 SPINAL 24G EUROPEAN PENCIL POINT NEEDLE - regional anesthesia kit
44924604,"NOVOFINE 30G X 1/3 NEEDLES"""
45333596,NOVOFINE 32G NEEDLES
45026647,NOVOFINE AUTOCOVER 30G NEEDLE
44907735,NOVOTWIST NEEDLE 30G 8MM
45162714,NOVOTWIST NEEDLE 32G 5MM
38003208,Operating Room Services - General Classification
44962608,OSGOOD NEEDLE
2008419,Other miscellaneous procedures
38003495,Other Therapeutic Services - General Classification
4203722,Patient encounter procedure
443364,Patient encounter status
44928868,PC UNIFINE PENTIPS 12MM NEEDLE
44982464,PC UNIFINE PENTIPS 12MM NEEDLE
45374803,PC UNIFINE PENTIPS 6MM NEEDLE
45167111,PC UNIFINE PENTIPS 6MM NEEDLE
44911961,PC UNIFINE PENTIPS 8MM NEEDLE
45323722,PC UNIFINE PENTIPS 8MM NEEDLE
45033525,"PEN NEEDLE 30G X 5/16"",Device"""
45340494,"PEN NEEDLE 30G X 5/16"",Device"""
45101508,"PEN NEEDLE 31G X 3/16"",Device"""
45016339,"PEN NEEDLE 31G X 3/16"",Device"""
45357601,"PEN NEEDLE 31G X 5/16"",Device"""
44948389,"PEN NEEDLE 31G X 5/16"",Device"""
44928869,PEN NEEDLE 6MM 31G
45152453,PEN NEEDLE 6MM 31G
45032207,PEN NEEDLE 6MM 31G
44843390,PEN NEEDLES 12MM 29G
45110507,PEN NEEDLES 12MM 29G
45312705,PEN NEEDLES 12MM 29G
45098962,PEN NEEDLES 12MM 29G
44860587,PEN NEEDLES 12MM 29G
45090707,PEN NEEDLES 12MM 29G
45083277,PEN NEEDLES 12MM 29G
45008118,PEN NEEDLES 29G
45064927,PEN NEEDLES 29G
45115987,PEN NEEDLES 31G
45161449,PEN NEEDLES 31G
44906399,PEN NEEDLES 4MM 32G
45264229,PEN NEEDLES 4MM 32G
45127310,PEN NEEDLES 5MM 31G
44852268,PEN NEEDLES 6MM 31G
44894755,PEN NEEDLES 6MM 31G
44852269,PEN NEEDLES 6MM 31G
44962598,PEN NEEDLES 6MM 31G
45184018,PEN NEEDLES 8MM 31G
44947140,PEN NEEDLES 8MM 31G
45286830,PEN NEEDLES 8MM 31G
44869331,PEN NEEDLES 8MM 31G
45346670,PEN NEEDLES 8MM 31G
